id,time
110,2016-10-01 08:44:00
111,2016-04-10 09:58:35
112,2016-12-10 08:40:20
113,2016-11-11 06:06:53
114,2017-01-26 21:41:35
115,2016-06-27 21:38:51
116,2016-10-02 20:36:38
117,2016-09-21 09:06:25
118,2017-01-01 13:23:56
119,2017-01-20 20:50:22
120,2016-09-03 11:21:52
121,2016-09-01 17:41:47
122,2016-09-25 17:04:33
123,2016-03-11 10:45:06
124,2016-11-19 21:49:13
125,2016-04-04 23:53:12
126,2016-05-14 17:54:54
127,2016-08-17 07:47:57
128,2016-06-10 05:07:11
129,2017-01-03 14:24:25
130,2016-04-12 02:55:28
131,2017-01-16 15:31:20
132,2016-02-16 18:58:08
133,2017-01-06 15:18:55
134,2017-01-24 14:54:15
135,2016-02-28 14:54:16
136,2016-08-30 07:12:18
137,2016-05-18 20:04:03
138,2016-04-27 04:28:34
139,2017-01-26 09:00:51
140,2016-11-28 13:44:16
141,2016-02-24 18:07:11
142,2016-05-17 13:27:29
143,2016-02-07 20:46:26
144,2016-08-30 03:39:55
145,2016-12-18 04:55:51
146,2017-01-24 09:50:38
147,2016-04-07 08:40:46
148,2016-06-24 19:34:00
149,2016-02-18 03:16:52
150,2016-02-23 08:17:55
151,2016-10-11 11:53:31
152,2016-12-07 12:14:53
153,2016-12-21 04:31:39
154,2017-01-04 19:50:27
155,2016-08-13 19:19:12
156,2017-01-15 03:16:08
157,2017-02-05 09:10:12
158,2016-06-19 19:07:50
159,2016-07-12 02:31:37
160,2016-12-27 16:31:37
161,2016-02-16 00:21:38
162,2016-07-03 16:44:35
163,2016-05-28 11:01:08
164,2016-07-15 03:19:01
165,2016-03-26 03:09:34
166,2016-04-01 01:45:08
167,2016-12-19 02:23:17
168,2016-05-23 06:02:09
169,2016-09-01 07:14:36
170,2016-04-26 16:06:11
171,2016-06-12 19:40:49
172,2017-01-18 00:50:45
173,2016-12-20 19:55:25
174,2016-12-12 08:46:48
175,2016-05-28 03:55:28
176,2016-07-28 08:25:58
177,2016-06-06 12:11:46
178,2016-04-13 00:30:58
179,2016-10-21 22:53:36
180,2016-12-25 08:51:49
181,2016-05-14 10:40:32
182,2016-07-22 09:50:05
183,2016-10-19 22:19:16
184,2016-08-09 04:24:16
185,2016-04-01 15:56:31
186,2016-05-02 22:06:53
187,2016-02-25 08:06:17
188,2016-07-04 10:33:15
189,2016-05-25 06:41:22
190,2016-10-04 17:45:35
191,2016-04-27 19:46:05
192,2016-03-03 09:13:35
193,2016-07-20 14:16:31
194,2016-09-05 18:05:35
195,2016-11-28 22:05:55
196,2016-03-12 20:11:32
197,2016-02-14 09:06:55
198,2016-07-18 11:24:34
199,2016-05-15 12:32:55
200,2016-11-25 01:01:30
201,2016-05-18 18:44:39
202,2016-04-28 06:22:04
203,2016-07-01 12:09:45
204,2016-12-14 06:41:45
205,2016-04-01 08:28:02
206,2016-06-02 09:43:24
207,2016-09-08 11:42:51
208,2016-03-19 19:28:09
209,2016-03-03 10:49:58
210,2016-05-01 13:23:40
211,2016-08-13 13:25:34
212,2016-03-05 06:33:56
213,2016-06-23 04:17:18
214,2016-10-17 05:32:55
215,2017-01-15 03:33:12
216,2016-12-28 23:04:13
217,2016-08-22 00:06:27
218,2017-01-03 04:19:27
219,2016-11-02 00:43:10
220,2016-07-22 00:09:43
221,2017-01-20 21:35:01
222,2016-08-13 20:31:04
223,2016-09-20 20:29:44
224,2016-09-19 16:33:08
225,2016-12-07 04:26:49
226,2016-04-28 04:44:27
227,2016-07-08 07:38:06
228,2016-06-17 14:05:50
229,2016-08-24 11:21:32
230,2016-03-09 09:25:30
231,2016-09-13 08:06:01
232,2016-02-14 14:13:14
233,2016-04-15 09:43:42
234,2017-01-07 20:20:33
235,2016-11-02 04:23:08
236,2017-01-10 11:23:40
237,2016-05-28 06:03:40
238,2016-09-20 06:34:45
239,2016-03-04 15:36:05
240,2017-01-02 06:17:51
241,2016-10-24 12:23:40
242,2016-03-18 08:30:36
243,2017-02-06 03:21:23
244,2016-06-01 04:04:15
245,2016-10-14 04:02:41
246,2016-03-11 05:41:46
247,2016-08-13 20:56:39
248,2016-12-21 16:38:07
249,2016-10-29 05:41:01
250,2016-05-21 08:29:52
251,2016-10-05 10:47:26
252,2016-12-06 17:05:44
253,2016-07-22 19:17:10
254,2016-08-27 09:08:40
255,2016-08-21 07:34:06
256,2016-07-30 15:09:06
257,2016-11-27 00:57:44
258,2016-09-11 16:07:14
259,2017-01-03 13:57:14
260,2016-06-16 07:20:09
261,2016-02-26 06:44:16
262,2016-04-29 00:22:31
263,2016-06-23 01:32:10
264,2016-09-29 06:18:32
265,2016-06-10 00:54:14
266,2016-03-29 22:24:41
267,2016-11-05 04:13:27
268,2016-09-27 07:06:18
269,2016-08-12 18:15:53
270,2016-03-15 14:07:41
271,2016-09-09 02:21:15
272,2017-02-02 20:12:45
273,2016-05-25 17:29:00
274,2016-11-07 17:43:18
275,2017-01-18 09:40:24
276,2016-07-04 14:46:19
277,2016-08-02 18:20:55
278,2016-11-26 00:50:32
279,2017-01-21 17:06:39
280,2016-06-25 18:28:22
281,2016-05-26 23:49:50
282,2016-05-11 17:14:36
283,2016-07-19 22:42:30
284,2017-01-18 12:46:01
285,2016-09-28 02:10:49
286,2016-08-30 17:47:55
287,2016-11-05 04:29:59
288,2016-07-31 22:44:18
289,2016-12-06 21:11:30
290,2016-08-06 07:49:43
291,2016-04-03 11:08:53
292,2016-11-18 07:31:43
293,2017-01-14 17:51:35
294,2017-01-19 17:31:42
295,2016-06-02 17:46:57
296,2016-11-14 16:32:15
297,2016-08-07 10:49:19
298,2016-06-25 02:17:35
299,2016-10-28 17:13:27
300,2016-07-17 00:01:35
301,2016-02-29 07:49:24
302,2016-10-22 18:48:00
303,2016-04-27 18:09:40
304,2016-07-19 06:24:40
305,2016-03-11 16:26:24
306,2016-08-26 16:21:11
307,2016-10-15 05:21:57
308,2016-09-18 02:09:27
309,2016-07-17 07:54:45
310,2016-02-08 06:42:18
311,2016-11-19 09:06:29
312,2016-06-19 10:55:10
313,2016-07-06 18:07:56
314,2016-05-23 02:29:15
315,2016-03-22 01:24:10
316,2016-04-23 08:30:19
317,2016-10-19 19:05:57
318,2016-06-02 04:11:39
319,2016-08-20 21:25:04
320,2016-05-20 04:49:40
321,2016-08-28 02:40:37
322,2016-08-24 04:14:02
323,2016-12-10 11:03:58
324,2016-09-21 18:31:06
325,2016-08-29 19:26:25
326,2016-05-02 19:50:44
327,2016-11-10 09:41:06
328,2016-11-13 17:00:23
329,2016-04-22 23:20:37
330,2017-02-05 05:24:03
331,2017-02-04 18:48:30
332,2016-03-27 19:44:23
333,2016-06-14 14:00:50
334,2016-11-05 10:19:48
335,2016-04-13 23:00:01
336,2016-10-29 02:26:56
337,2016-05-04 11:40:27
338,2016-08-15 04:06:47
339,2016-08-16 17:35:12
340,2016-02-27 16:08:37
341,2016-06-06 05:28:32
342,2016-03-26 16:44:50
343,2016-02-23 16:35:15
344,2016-11-26 20:59:28
345,2016-10-03 13:01:27
346,2017-02-05 19:32:59
347,2016-11-13 03:48:00
348,2016-04-02 09:18:17
349,2016-08-19 22:07:06
350,2016-04-16 20:45:20
351,2016-03-09 00:04:19
352,2016-06-04 08:07:49
353,2017-01-24 07:34:29
354,2017-01-13 12:44:57
355,2016-06-08 13:41:37
356,2017-01-24 17:53:31
357,2016-09-25 12:26:13
358,2016-09-27 14:39:18
359,2016-06-15 16:43:45
360,2016-07-02 23:46:56
361,2016-09-13 05:29:14
362,2016-03-30 20:17:39
363,2016-05-15 18:37:46
364,2016-06-01 20:59:26
365,2016-12-02 14:17:37
366,2017-01-28 11:53:09
367,2016-12-23 06:38:34
368,2016-03-03 23:30:39
369,2016-09-08 01:56:28
370,2016-06-12 01:05:59
371,2016-07-09 06:16:41
372,2016-12-01 21:11:36
373,2016-11-02 10:30:40
374,2016-02-13 13:27:26
375,2016-07-03 01:23:28
376,2016-07-02 09:20:48
377,2016-05-14 17:17:18
378,2016-06-04 18:03:14
379,2016-07-01 16:41:58
380,2017-01-20 10:34:59
381,2016-07-16 15:17:26
382,2016-09-24 08:10:14
383,2016-12-21 04:51:10
384,2016-11-19 12:02:08
385,2016-11-01 23:59:33
386,2016-03-17 15:12:15
387,2016-12-06 21:11:03
388,2016-12-09 08:18:06
389,2016-07-09 03:41:43
390,2016-05-17 09:07:50
391,2016-10-28 09:53:21
392,2016-03-03 16:10:05
393,2016-06-25 19:31:29
394,2016-11-15 22:22:35
395,2016-10-23 20:55:22
396,2016-02-21 01:50:08
397,2016-08-16 11:29:13
398,2016-07-04 05:32:49
399,2016-11-10 11:58:56
400,2016-09-24 15:28:17
401,2016-07-17 04:11:59
402,2016-08-31 01:59:37
403,2016-08-25 19:17:04
404,2016-03-01 05:34:38
405,2016-11-12 17:44:55
406,2016-11-12 11:09:54
407,2016-11-13 18:15:13
408,2016-04-29 06:01:37
409,2016-10-07 04:28:10
410,2016-06-09 09:59:10
411,2016-11-10 02:16:43
412,2017-02-03 08:23:49
413,2016-03-01 01:59:00
414,2016-03-03 05:15:38
415,2016-10-08 23:09:06
416,2016-09-25 15:16:21
417,2017-01-03 13:35:56
418,2016-12-25 03:06:10
419,2016-08-25 16:04:53
420,2016-03-18 22:55:43
421,2016-12-19 01:33:26
422,2016-07-07 10:03:39
423,2016-03-05 08:51:21
424,2016-11-20 13:11:37
425,2016-12-08 04:29:48
426,2016-07-06 17:41:23
427,2016-10-23 16:57:27
428,2016-03-24 04:14:44
429,2016-07-12 14:23:39
430,2017-01-30 01:09:51
431,2016-11-20 22:23:18
432,2016-10-03 05:32:48
433,2016-10-26 00:27:35
434,2016-09-11 03:09:35
435,2016-10-13 04:14:42
436,2016-07-26 15:17:50
437,2016-10-04 15:41:09
438,2016-08-03 04:25:15
439,2016-06-29 03:42:17
440,2016-11-18 07:51:19
441,2016-02-11 07:37:18
442,2016-05-11 11:13:25
443,2016-06-24 20:24:38
444,2016-10-30 04:42:35
445,2016-04-18 02:04:09
446,2016-02-07 15:51:32
447,2016-12-05 09:54:19
448,2016-10-19 03:37:36
449,2016-10-13 22:42:36
450,2016-10-31 10:38:17
451,2016-07-28 05:45:03
452,2016-06-24 18:25:55
453,2016-07-13 00:54:59
454,2016-12-06 09:28:44
455,2016-02-17 17:39:57
456,2016-11-05 20:04:57
457,2016-09-05 13:01:41
458,2016-09-28 00:25:01
459,2016-05-05 03:43:15
460,2016-05-16 01:49:07
461,2016-10-13 06:28:08
462,2016-12-02 21:51:52
463,2016-06-20 12:00:03
464,2016-12-12 03:19:36
465,2016-12-03 04:54:07
466,2016-04-22 10:35:31
467,2016-12-15 19:01:35
468,2016-07-11 07:13:38
469,2016-05-18 14:33:46
470,2016-09-16 18:05:36
471,2016-06-27 01:24:09
472,2016-06-19 01:08:38
473,2016-12-07 19:34:19
474,2016-06-12 19:44:23
475,2017-01-28 12:09:00
476,2016-12-30 17:51:21
477,2016-12-24 03:36:02
478,2016-06-02 09:45:38
479,2016-08-31 04:11:29
480,2016-03-30 13:40:15
481,2016-11-04 16:39:44
482,2016-10-29 04:30:53
483,2016-11-10 01:52:48
484,2016-11-22 13:17:32
485,2016-12-21 03:10:40
486,2016-09-21 08:01:29
487,2016-10-25 17:20:18
488,2016-12-01 09:35:43
489,2016-03-27 10:55:56
490,2016-03-30 01:44:16
491,2016-08-12 16:29:33
492,2016-09-04 18:28:56
493,2016-10-24 01:46:35
494,2016-08-22 05:29:13
495,2016-07-24 16:06:17
496,2016-06-12 12:08:53
497,2016-11-15 22:33:16
498,2016-07-18 02:09:50
499,2016-05-22 02:54:41
500,2016-07-25 05:27:10
501,2016-04-18 04:59:40
502,2016-04-17 14:55:44
503,2016-03-31 15:25:27
504,2016-09-01 12:55:06
505,2016-04-16 07:55:32
506,2016-09-18 12:27:28
507,2016-04-21 00:25:27
508,2016-04-23 20:23:25
509,2016-09-10 07:44:05
510,2016-04-13 05:07:12
511,2016-12-31 10:33:19
512,2016-12-01 01:01:21
513,2016-11-09 05:28:32
514,2016-10-15 00:58:37
515,2016-03-16 21:00:58
516,2016-04-03 13:19:09
517,2016-06-01 03:08:55
518,2016-12-30 03:21:09
519,2016-02-09 10:05:48
520,2016-11-04 15:55:57
521,2016-10-28 11:47:14
522,2016-07-14 07:07:42
523,2016-06-29 22:29:56
524,2017-01-04 11:47:01
525,2016-11-24 07:39:41
526,2016-11-23 13:31:21
527,2016-05-26 19:05:51
528,2016-05-06 03:08:04
529,2016-07-07 14:22:53
530,2016-12-08 08:35:09
531,2016-12-29 10:11:19
532,2016-11-07 08:01:26
533,2016-02-11 06:44:57
534,2016-10-07 03:09:49
535,2016-11-05 06:59:44
536,2016-11-10 01:11:22
537,2016-08-24 22:32:55
538,2016-08-08 09:15:22
539,2016-06-05 22:47:38
540,2016-04-14 10:15:57
541,2016-11-23 18:29:05
542,2016-05-11 17:55:50
543,2016-05-17 08:55:14
544,2016-07-24 08:02:35
545,2016-07-23 19:41:27
546,2017-01-11 08:34:52
547,2016-11-26 16:16:30
548,2016-11-14 04:22:31
549,2016-03-27 19:02:59
550,2016-10-24 03:44:14
551,2016-08-23 21:55:28
552,2016-09-13 22:37:44
553,2016-10-23 05:00:07
554,2016-07-12 11:19:34
555,2016-09-02 08:55:54
556,2016-11-20 02:22:40
557,2016-05-26 13:40:54
558,2016-04-05 00:41:35
559,2016-09-15 03:07:31
560,2017-01-23 22:28:24
561,2016-10-19 10:28:23
562,2016-07-31 05:56:11
563,2016-11-03 00:56:16
564,2016-11-30 11:43:09
565,2016-04-13 06:45:53
566,2016-06-15 09:43:30
567,2017-01-05 06:17:46
568,2016-02-21 04:21:10
569,2016-08-26 07:40:46
570,2016-10-26 13:45:52
571,2016-03-17 22:12:25
572,2016-10-19 23:16:26
573,2016-06-10 12:25:16
574,2016-08-01 15:59:46
575,2016-09-11 06:53:27
576,2017-01-22 15:06:44
577,2016-06-12 05:41:50
578,2017-01-20 15:13:59
579,2016-07-04 17:29:26
580,2016-07-26 06:26:53
581,2016-04-14 06:36:10
582,2016-09-01 11:25:30
583,2016-05-22 09:17:03
584,2016-02-25 19:33:48
585,2016-03-10 06:48:12
586,2016-08-10 18:49:21
587,2016-08-15 08:38:29
588,2016-06-06 17:33:47
589,2016-04-06 19:56:16
590,2016-06-06 06:53:19
591,2016-03-05 19:49:47
592,2016-08-03 20:38:50
593,2016-10-03 11:27:02
594,2016-12-10 04:49:36
595,2016-07-13 19:37:20
596,2017-01-12 17:45:43
597,2016-05-01 13:34:35
598,2016-03-18 02:51:23
599,2016-02-25 10:59:54
600,2016-02-29 19:29:24
601,2016-04-01 11:01:06
602,2016-06-22 00:31:56
603,2016-02-11 11:43:55
604,2016-12-03 00:21:43
605,2016-07-10 02:09:07
606,2016-07-10 20:16:50
607,2016-08-01 22:00:05
608,2016-11-08 08:24:01
609,2016-08-29 13:34:26
610,2016-02-24 12:19:08
611,2016-11-15 20:21:50
612,2016-02-21 03:05:47
613,2016-06-20 11:36:52
614,2016-03-26 11:22:28
615,2016-12-09 00:49:18
616,2017-01-19 16:58:18
617,2016-06-20 17:30:55
618,2016-10-06 17:18:16
619,2017-01-07 22:44:32
620,2016-09-02 13:32:20
621,2016-02-23 14:10:54
622,2016-05-13 14:45:07
623,2016-11-29 12:21:50
624,2016-11-27 06:34:23
625,2016-06-28 10:41:13
626,2017-01-30 01:48:50
627,2016-10-23 01:10:49
628,2016-12-01 12:34:11
629,2016-09-20 05:53:37
630,2016-03-15 14:41:12
631,2016-12-02 11:01:49
632,2016-05-20 22:22:17
633,2017-01-06 03:33:47
634,2016-02-24 11:43:34
635,2016-09-23 02:09:55
636,2016-07-10 12:33:54
637,2017-01-30 08:44:28
638,2016-09-18 16:41:31
639,2016-08-07 01:03:50
640,2016-09-06 18:10:18
641,2016-06-23 01:32:39
642,2016-04-09 07:54:07
643,2016-04-28 02:17:35
644,2016-07-27 06:48:23
645,2016-05-01 17:37:56
646,2016-02-24 17:44:42
647,2016-03-12 21:28:19
648,2016-09-11 00:31:16
649,2016-11-07 02:00:45
650,2016-11-24 22:45:05
651,2016-02-29 16:32:05
652,2016-09-28 17:37:02
653,2016-07-15 23:09:11
654,2016-12-22 20:42:06
655,2016-05-19 21:41:53
656,2016-03-17 13:11:17
657,2016-05-29 10:03:24
658,2016-09-19 16:59:30
659,2016-04-11 02:42:09
660,2016-09-10 11:13:03
661,2016-08-22 13:47:31
662,2017-01-14 07:48:46
663,2017-01-25 15:54:32
664,2016-12-28 22:07:29
665,2016-05-20 21:49:38
666,2016-06-20 13:20:11
667,2016-10-28 17:32:28
668,2016-10-03 18:39:49
669,2016-04-30 10:47:11
670,2016-02-28 07:18:02
671,2016-03-20 17:37:03
672,2016-03-19 21:21:39
673,2016-12-26 22:14:57
674,2016-06-26 19:17:44
675,2016-04-19 20:46:18
676,2016-11-29 11:50:51
677,2016-12-31 23:05:38
678,2016-06-03 04:23:49
679,2016-08-27 19:41:56
680,2017-01-13 17:40:57
681,2016-09-01 06:12:15
682,2016-12-05 13:27:21
683,2016-03-27 17:13:52
684,2016-07-01 19:11:40
685,2016-04-20 22:43:30
686,2016-09-25 12:12:50
687,2017-01-10 20:21:29
688,2016-03-10 00:02:03
689,2016-10-26 11:02:12
690,2017-01-22 19:45:15
691,2016-04-07 09:25:26
692,2016-11-08 18:25:05
693,2016-03-05 01:27:54
694,2016-10-30 11:00:37
695,2016-03-28 03:36:54
696,2016-06-01 20:37:23
697,2016-07-03 17:23:34
698,2016-06-24 13:49:09
699,2016-05-16 16:10:16
700,2016-12-26 12:31:57
701,2016-06-28 16:18:13
702,2016-07-04 04:17:47
703,2016-02-23 17:37:52
704,2016-03-22 20:11:27
705,2016-04-13 14:07:50
706,2016-12-25 23:13:19
707,2016-07-01 15:06:44
708,2016-05-04 21:07:02
709,2016-09-04 03:21:15
710,2016-10-28 18:49:06
711,2016-03-29 08:25:27
712,2017-01-29 03:47:55
713,2016-10-30 14:48:45
714,2016-10-15 15:33:56
715,2016-04-07 10:33:15
716,2016-06-05 22:27:44
717,2016-07-05 22:08:58
718,2016-10-18 09:26:45
719,2016-09-19 20:57:33
720,2016-09-21 02:57:08
721,2016-08-14 06:53:35
722,2016-09-11 06:13:15
723,2016-08-18 18:24:49
724,2016-04-22 14:54:05
725,2016-08-03 13:33:52
726,2016-05-02 03:51:01
727,2016-12-08 00:41:09
728,2016-03-10 08:40:59
729,2016-08-19 08:38:51
730,2016-02-20 05:13:07
731,2016-04-27 03:45:04
732,2017-01-05 00:30:20
733,2016-03-12 22:38:19
734,2016-07-06 03:30:01
735,2016-04-19 21:51:30
736,2016-12-01 05:25:44
737,2016-05-08 06:36:50
738,2016-10-26 08:21:18
739,2016-02-19 07:19:21
740,2016-03-04 10:38:43
741,2016-06-07 01:21:28
742,2016-04-24 03:54:39
743,2017-02-02 02:06:55
744,2016-03-03 08:53:11
745,2016-11-27 22:33:54
746,2017-01-28 08:43:29
747,2016-03-11 08:45:24
748,2016-11-29 23:36:51
749,2016-09-02 21:16:31
750,2016-12-03 08:23:49
751,2016-12-30 11:39:22
752,2016-09-06 03:22:18
753,2016-04-19 23:10:12
754,2016-07-16 22:00:44
755,2016-12-17 05:12:54
756,2016-12-13 03:00:04
757,2016-04-12 10:45:43
758,2016-11-24 17:13:32
759,2016-12-19 01:47:13
760,2016-09-14 20:12:30
761,2016-03-30 10:36:01
762,2016-11-01 22:16:44
763,2016-08-24 12:08:24
764,2016-05-10 13:42:17
765,2016-10-25 08:49:16
766,2016-09-09 15:44:02
767,2016-10-30 14:41:27
768,2016-05-02 03:38:30
769,2016-02-29 03:40:27
770,2017-01-25 17:45:56
771,2016-12-06 22:03:41
772,2016-10-03 08:37:19
773,2016-12-05 14:49:35
774,2016-02-22 11:29:17
775,2016-10-01 05:36:27
776,2016-10-16 13:14:28
777,2016-03-23 06:57:48
778,2016-02-19 04:22:23
779,2016-03-28 04:37:10
780,2016-07-13 15:00:39
781,2016-02-25 01:49:34
782,2016-06-21 18:42:06
783,2016-04-08 23:04:07
784,2016-04-17 01:38:44
785,2016-12-02 23:03:19
786,2016-02-27 18:33:47
787,2016-12-19 20:13:06
788,2016-02-22 19:10:41
789,2016-10-03 16:34:25
790,2016-03-27 05:38:43
791,2016-12-06 05:50:30
792,2016-12-07 16:43:03
793,2016-10-25 00:25:34
794,2016-12-13 19:08:43
795,2016-07-01 03:19:52
796,2016-11-06 21:21:36
797,2016-04-13 13:26:42
798,2016-10-24 18:14:32
799,2016-03-31 07:36:53
800,2016-06-30 08:59:25
801,2016-06-11 17:46:58
802,2016-03-06 17:11:18
803,2016-06-28 03:20:35
804,2016-08-13 14:34:46
805,2016-03-04 13:57:18
806,2016-03-09 21:34:28
807,2017-01-31 05:47:34
808,2016-09-05 00:36:09
809,2016-06-02 12:34:17
810,2016-03-24 12:41:55
811,2016-09-08 23:37:47
812,2016-04-05 08:14:24
813,2016-03-19 01:23:11
814,2016-08-14 22:47:05
815,2016-07-17 15:35:57
816,2016-07-12 04:43:53
817,2016-12-12 04:03:32
818,2016-09-30 03:12:07
819,2016-04-10 22:47:48
820,2016-08-26 15:50:45
821,2016-10-12 16:31:58
822,2016-04-20 08:13:38
823,2016-07-22 20:34:31
824,2016-07-18 22:32:06
825,2016-10-29 00:13:17
826,2016-03-01 11:33:52
827,2016-07-15 04:05:18
828,2016-11-21 12:50:11
829,2017-01-26 06:58:10
830,2016-07-25 08:27:23
831,2016-07-17 01:03:29
832,2016-11-30 05:18:31
833,2016-03-11 12:02:04
834,2016-04-20 18:41:23
835,2016-10-09 04:56:02
836,2016-05-27 02:49:48
837,2016-09-05 06:33:36
838,2016-07-06 09:02:57
839,2016-05-05 14:12:48
840,2016-04-25 07:39:39
841,2016-02-27 04:49:22
842,2017-01-22 10:29:26
843,2016-06-17 14:28:08
844,2016-04-03 17:19:10
845,2016-05-09 21:08:06
846,2016-05-15 06:30:26
847,2016-12-12 00:45:35
848,2016-10-17 09:33:24
849,2016-04-27 03:00:02
850,2016-11-01 16:11:42
851,2016-11-27 23:47:08
852,2016-11-29 16:36:06
853,2016-02-15 06:40:55
854,2016-04-11 15:31:58
855,2016-04-29 20:40:26
856,2016-02-24 06:21:26
857,2016-05-11 20:39:40
858,2016-11-18 07:53:38
859,2016-09-21 15:56:41
860,2016-07-19 05:12:51
861,2016-10-16 01:25:52
862,2016-03-25 11:39:01
863,2016-05-04 05:43:05
864,2016-09-02 22:34:19
865,2016-04-04 07:44:03
866,2016-07-08 21:05:03
867,2016-04-16 06:55:06
868,2016-10-11 18:14:30
869,2016-06-14 12:35:19
870,2016-06-03 09:53:19
871,2016-06-23 14:05:30
872,2016-11-27 23:28:09
873,2016-07-19 19:03:12
874,2016-10-04 08:22:44
875,2016-04-17 22:16:40
876,2016-05-13 05:06:46
877,2016-08-14 04:25:57
878,2016-07-31 09:57:39
879,2017-01-31 23:28:17
880,2016-02-08 22:54:58
881,2016-09-09 23:52:59
882,2016-07-26 17:34:47
883,2016-06-14 05:04:44
884,2016-08-04 21:32:09
885,2016-04-11 00:42:09
886,2016-07-21 13:37:07
887,2016-04-10 05:50:44
888,2016-12-11 19:50:00
889,2016-05-29 09:29:19
890,2016-09-30 10:47:34
891,2016-11-16 08:09:11
892,2016-03-13 00:52:07
893,2016-02-19 01:07:50
894,2016-11-17 07:41:36
895,2016-06-14 14:49:57
896,2016-02-21 01:53:28
897,2016-05-24 22:46:46
898,2016-07-04 03:14:26
899,2016-09-11 12:59:50
900,2016-11-25 09:31:46
901,2016-10-28 06:37:25
902,2016-02-11 09:14:10
903,2016-12-12 04:17:32
904,2016-04-13 01:44:53
905,2016-05-09 20:40:24
906,2016-12-15 08:01:09
907,2017-01-21 22:32:31
908,2016-06-18 17:56:05
909,2016-09-17 02:19:36
910,2017-02-04 14:52:52
911,2016-05-29 23:11:11
912,2016-06-02 01:41:15
913,2016-06-17 07:35:40
914,2016-09-21 17:44:16
915,2016-05-12 18:51:37
916,2016-05-18 17:39:25
917,2017-01-14 07:36:09
918,2016-07-20 17:51:26
919,2016-04-30 19:28:08
920,2016-08-07 13:18:44
921,2016-08-17 02:48:08
922,2017-02-06 05:34:18
923,2016-11-17 22:27:22
924,2016-04-03 23:56:37
925,2016-07-18 16:07:40
926,2016-12-03 17:32:12
927,2016-08-05 06:20:30
928,2016-06-21 18:58:52
929,2016-09-22 12:57:47
930,2016-02-22 03:16:56
931,2016-09-20 04:54:39
932,2016-06-21 21:45:20
